0,0.833
1,0.917
2,0.955
3,0.966
4,0.971
5,0.984
6,0.986
7,0.988
8,0.989
9,0.989
10,0.990
11,0.990
12,0.990
13,0.990
14,0.990
15,0.990
16,0.990
17,0.990
18,0.990
19,0.990
20,0.990
21,0.990
22,0.990
23,0.990
24,0.990
25,0.990
26,0.990
27,0.990
28,0.990
29,0.990
30,0.990
31,0.990
32,0.990
33,0.990
34,0.990
35,0.990
36,0.990
37,0.990
38,0.990
39,0.990
40,0.990
41,0.990
42,0.990
43,0.990
44,0.990
45,0.990
46,0.990
47,0.990
48,0.990
49,0.990
50,0.990
51,0.990
52,0.990
53,0.990
54,0.990
55,0.990
56,0.990
57,0.990
58,0.990
59,0.990
60,0.990
61,0.990
62,0.990
63,0.990
64,0.990
65,0.990
66,0.990
67,0.990
68,0.990
69,0.990
70,0.990
71,0.990
72,0.990
73,0.990
74,0.990
75,0.990
76,0.990
77,0.990
78,0.990
79,0.990
80,0.990
81,0.990
82,0.990
83,0.990
84,0.990
85,0.990
86,0.990
87,0.990
88,0.990
89,0.990
90,0.990
91,0.990
92,0.990
93,0.990
94,0.990
95,0.990
96,0.990
97,0.990
98,0.990
99,0.990
100,0.990
101,0.990
102,0.990
103,0.990
104,0.990
105,0.990
106,0.990
107,0.990
108,0.990
109,0.990
110,0.990
111,0.990
112,0.990
113,0.990
114,0.990
115,0.990
116,0.990
117,0.990
118,0.990
119,0.990
120,0.990
121,0.990
122,0.990
123,0.990
124,0.990
125,0.990
126,0.990
127,0.990
128,0.990
129,0.990
130,0.990
131,0.990
132,0.990
133,0.990
134,0.990
135,0.990
136,0.990
137,0.990
138,0.990
139,0.990
140,0.990
141,0.990
142,0.990
143,0.990
144,0.990
145,0.990
146,0.990
147,0.990
148,0.990
149,0.990
150,0.990
151,0.990
152,0.990
153,0.990
154,0.990
155,0.990
156,0.990
157,0.990
158,0.990
159,0.990
160,0.990
161,0.990
162,0.990
163,0.990
164,0.990
165,0.990
166,0.990
167,0.990
168,0.990
169,0.990
170,0.990
171,0.990
172,0.990
173,0.990
174,0.990
175,0.990
176,0.990
177,0.990
178,0.990
179,0.990
180,0.990
181,0.990
182,0.990
183,0.990
184,0.991
185,0.991
186,0.991
187,0.991
188,0.991
189,0.993
190,0.997
191,0.999
192,0.999
193,1.000
194,1.000
195,1.000
196,1.000
197,1.000
198,1.000
199,1.000
200,1.000
201,1.000
202,1.000
203,1.000
204,1.000
205,1.000
206,1.000
207,1.000
208,1.000
209,1.000
210,1.000
211,1.000
212,1.000
213,1.000
214,1.000
215,1.000
216,1.000
217,1.000
218,1.000
219,1.000
